airline,average_booking_amount,gross_bookings,user_cancellations,commission_per_booking,fees_per_cancellation
Pink Corydalis Airlines,"$1,320",1767681,919194,0.15%,0.33%
Pink Fairy Armadillo Airlines,"$1,507",598438,233391,0.36%,0.52%
Piora Airlines,"$1,647",159110,70008,0.15%,0.24%
Pipirima Airlines,"$1,408",1213985,776950,0.25%,0.39%
Pipoltr Airlines,"$1,867",317133,47570,0.15%,0.22%
Piranha Airlines,$545,1029027,627706,0.74%,1.28%
Pistachio Airlines,"$1,127",1171499,175725,0.17%,0.29%
Pithtviers Au Foin Airlines,"$1,121",1326249,464187,0.38%,0.55%
Plane European Sycamore Airlines,"$1,366",1349076,458686,0.30%,0.48%
Plantain Airlines,$417,275990,104876,1.31%,1.78%
Plateau De Herve Airlines,$962,117759,94207,0.43%,0.61%
Platypus Airlines,"$1,535",1144317,938340,0.13%,0.29%
Pleione Airlines,"$1,549",523871,73342,0.18%,0.36%
Pleurisy Root Airlines,"$1,296",669810,267924,0.17%,0.28%
Plymouth Cheese Airlines,"$1,767",459296,179125,0.09%,0.17%
Pocan Bush Airlines,"$1,309",1386921,374469,0.28%,0.43%
Podhalanski Airlines,"$1,111",716670,437169,0.46%,0.58%
Poerava Airlines,"$1,234",1596858,510995,0.26%,0.38%
Pointer Airlines,$281,764688,412932,1.85%,2.57%
Poison Berry Airlines,$548,282403,90369,0.72%,1.10%
Poison Dart Frog Airlines,$904,1065677,522182,0.32%,0.63%
Poison Flower Airlines,$247,36205,6879,1.17%,1.81%
Poison Ivy Airlines,"$1,124",1802801,1478297,0.27%,0.45%
Poivre D'Ane Airlines,"$1,996",993556,715360,0.18%,0.33%
Poke Airlines,"$1,349",1537075,92225,0.21%,0.43%
Pokeroot Airlines,"$1,761",956142,420702,0.26%,0.35%
Pokeweed Airlines,"$1,959",192150,151799,0.21%,0.33%
Polar Bear Airlines,"$1,125",1106229,752236,0.16%,0.29%
Polaris Airlines,$615,1083273,238320,0.31%,0.54%
Polaris Australis Airlines,$616,111335,31174,0.32%,0.49%
Polecat Weed Airlines,"$1,427",1435437,961743,0.37%,0.44%
Polis Airlines,"$1,843",970583,679408,0.09%,0.24%
Polkolbin Airlines,$208,1852652,537269,1.16%,2.24%
Polkweed Airlines,"$1,663",785353,172778,0.20%,0.35%
Pollux Airlines,$831,171318,34264,0.30%,0.65%
Pond Skater Airlines,"$1,038",69756,57200,0.24%,0.47%
Pont L'Eveque Airlines,$383,852520,272806,0.46%,0.96%
Poodle Airlines,"$1,215",881033,519809,0.16%,0.29%
Pool Frog Airlines,"$1,015",1205510,289322,0.25%,0.55%
Poor Annie Airlines,"$1,779",1414406,608195,0.25%,0.33%
Poor Mans Mustard Airlines,"$1,518",1219694,500075,0.26%,0.34%
Poorland Daisy Airlines,"$1,044",1393460,27869,0.38%,0.48%
Poplar Airlines,"$1,497",697823,104673,0.36%,0.51%
Poppy Airlines,"$1,300",368635,22118,0.37%,0.52%
Porcupine Airlines,"$1,562",823946,90634,0.14%,0.26%
Porpoise Airlines,"$1,286",1441815,778580,0.17%,0.37%
Porrima Airlines,$442,1329359,1103368,0.97%,1.61%
Port Nicholson Airlines,"$1,927",177644,12435,0.27%,0.41%
Port-Salut Airlines,$366,210707,71640,0.41%,0.70%
Possum Airlines,"$1,697",1526639,702254,0.15%,0.30%
Possumhaw Airlines,$770,11636,2560,0.57%,0.81%
Postel Airlines,"$1,113",697164,467100,0.42%,0.57%
Potato Airlines,"$1,863",348539,52281,0.17%,0.28%
Pouligny-Saint-Pierre Airlines,"$1,738",385020,215611,0.16%,0.27%
Pourly Airlines,$286,928310,686949,0.82%,1.62%
Praecipua Airlines,"$1,303",86728,22549,0.38%,0.62%
Prairie Rose Airlines,$506,1271928,572368,0.93%,1.15%
Prastost Airlines,$416,1274939,956204,1.08%,1.60%
Prawn Airlines,$722,856666,668199,0.65%,1.03%
Pressato Airlines,"$1,870",1423785,911222,0.09%,0.22%
Prickly Thistle Airlines,$325,345548,293716,1.65%,2.51%
Prima Hyadum Airlines,"$1,036",1907997,1144798,0.41%,0.61%
Prince-Jean Airlines,$934,574726,442539,0.44%,0.62%
Proboscis Monkey Airlines,"$1,048",1281117,883971,0.44%,0.64%
Processed Cheddar Airlines,$214,481480,284073,2.09%,3.22%
Procyon Airlines,"$1,124",681053,558463,0.36%,0.60%
Propus Airlines,"$1,874",1530001,1239301,0.24%,0.32%
Provel Airlines,"$1,534",1026524,872545,0.27%,0.40%
Provolone Airlines,"$1,111",1769120,1026090,0.39%,0.51%
Proxima Centauri Airlines,"$1,833",1089339,174294,0.17%,0.28%
Pudina Airlines,"$1,350",478089,66932,0.29%,0.52%
Pufferfish Airlines,"$1,672",1165415,93233,0.09%,0.25%
Puffin Airlines,"$1,358",1584467,110913,0.36%,0.46%
Pug Airlines,"$1,317",1657766,1077548,0.23%,0.32%
Puma Airlines,"$1,180",346177,31156,0.38%,0.65%
Purple Emperor Butterfly Airlines,"$1,707",1569899,1114628,0.29%,0.37%
Purple Flowered Toothwort Airlines,$286,841123,487851,0.79%,1.92%
Purple Raspberry Airlines,$656,54078,42722,0.78%,1.19%
Puss Moth Airlines,"$1,108",505773,85981,0.25%,0.45%
Pyengana Cheddar Airlines,$573,989452,375992,0.82%,1.20%
Pygmy Hippopotamus Airlines,"$1,543",1183284,236657,0.18%,0.26%
Pygmy Marmoset Airlines,$349,457008,91402,0.87%,1.36%
Pyramide Airlines,"$1,600",1161443,603950,0.16%,0.32%
Quadrimaculatus Airlines,"$1,921",268077,88465,0.20%,0.34%
Quadrivittatus Airlines,$687,1326414,583622,0.52%,0.98%
Quail Airlines,$857,51231,43034,0.46%,0.69%
Quark Airlines,$544,11480,5855,0.29%,0.64%
Quartirolo Lombardo Airlines,"$1,284",1328191,624250,0.31%,0.54%
Quatre-Vents Airlines,"$1,210",1299866,337965,0.18%,0.37%
Queen Annes Lace Airlines,$229,1699481,1019689,1.97%,2.56%
Queens Gilli Flower Airlines,"$1,952",562097,5621,0.14%,0.24%
Quercitron Airlines,"$1,849",411173,230257,0.28%,0.42%
Quercy Petit Airlines,"$1,075",489812,63676,0.38%,0.66%
Queso Blanco Airlines,$545,1839349,0,0.54%,0.94%
Queso Blanco Con Frutas --Pina Y Mango Airlines,"$1,434",570291,467639,0.13%,0.34%
Queso De Murcia Airlines,$428,1984950,178646,1.01%,1.29%
Queso Del Montsec Airlines,"$1,612",1736270,729233,0.18%,0.28%
Queso Del Tietar Airlines,"$1,964",623262,205676,0.26%,0.40%
Queso Fresco Airlines,"$1,493",1755035,35101,0.11%,0.27%
Queso Iberico Airlines,$314,331456,198874,1.52%,2.55%
Queso Jalapeno Airlines,$333,1232506,727179,0.50%,1.12%
Queso Majorero Airlines,$695,1198698,599349,0.63%,1.02%
Queso Media Luna Airlines,$373,735385,154431,0.64%,0.91%
Queso Para Frier Airlines,$560,1587502,127000,0.81%,1.36%
Queso Quesadilla Airlines,$839,276461,152054,0.42%,0.69%
Quetzal Airlines,$235,728783,466421,1.81%,2.71%
Quokka Airlines,"$1,242",1749226,1381889,0.18%,0.27%
Quoll Airlines,"$1,134",1184673,627877,0.45%,0.63%
Rabacal Airlines,"$1,715",1984362,1547802,0.14%,0.24%
Rabbit Airlines,"$1,243",1662038,1030464,0.25%,0.46%
Raccoon Airlines,$527,1119854,604721,0.68%,1.06%
Raccoon Dog Airlines,"$1,989",198229,33699,0.08%,0.19%
Raclette Airlines,"$1,952",633202,215289,0.14%,0.26%
Radiated Tortoise Airlines,"$1,106",1463115,160943,0.33%,0.51%
Radical Weed Airlines,"$1,295",1718497,154665,0.35%,0.53%
Ragdoll Airlines,$404,1260704,302569,0.98%,1.59%
Ragusano Airlines,$370,1168826,303895,0.41%,0.91%
Ragweed Airlines,"$1,854",1512154,226823,0.14%,0.29%
Ragwort Airlines,$318,514514,87467,0.49%,1.01%
Rambler Rose Airlines,"$1,251",180781,0,0.32%,0.56%
Ran Airlines,$953,450899,103707,0.45%,0.69%
Rana Airlines,"$1,192",1292741,711008,0.43%,0.57%
Rantipole Airlines,"$1,853",951010,389914,0.12%,0.20%
Rapeseed Airlines,$744,741285,481835,0.34%,0.62%
Rapeto Airlines,$385,135548,79973,0.63%,1.26%
Rasalas Airlines,"$1,965",551669,303418,0.17%,0.33%
Rasalgethi Airlines,$900,1171540,11715,0.52%,0.84%
Rasalhague Airlines,"$1,757",1615087,1033656,0.23%,0.29%
Raschera Airlines,$756,1003124,591843,0.67%,1.00%
Raspberry Airlines,"$1,037",1971112,749023,0.30%,0.56%
Rastaban Airlines,"$1,471",1196798,670207,0.27%,0.35%
Rat Airlines,"$1,055",1225256,134778,0.45%,0.76%
Rattlesnake Airlines,"$1,623",718847,474439,0.22%,0.39%
Reblochon Airlines,"$1,492",929610,427621,0.12%,0.26%
Red Ash Airlines,"$1,984",285842,154355,0.18%,0.26%
Red Birch Airlines,"$1,869",130873,108625,0.27%,0.41%
Red Brush Airlines,"$1,290",1568134,141132,0.40%,0.51%
Red Deadnettle Airlines,$720,202731,158130,0.68%,0.87%
Red Finch Airlines,$636,1895081,1402360,0.84%,1.22%
Red Fox Airlines,$893,1496596,553741,0.32%,0.47%
Red Ink Plant Airlines,"$1,624",1537620,907196,0.22%,0.31%
Red Knee Tarantula Airlines,"$1,414",1104349,817218,0.33%,0.50%
Red Leicester Airlines,$588,1639236,180316,0.90%,1.44%
Red Mulberry Airlines,"$1,308",1744609,471044,0.16%,0.35%
Red Oak Airlines,"$1,670",487092,292255,0.18%,0.27%
Red Osier Airlines,$443,1515014,909008,0.40%,0.68%
Red Panda Airlines,$268,209023,158857,1.15%,1.69%
Red River Maple Airlines,"$1,501",115686,96019,0.35%,0.56%
Red Weed Airlines,$794,1790519,859449,0.44%,0.56%
Red Willow Airlines,"$1,753",1350863,378242,0.09%,0.19%
Red Wolf Airlines,$241,1405668,168680,0.63%,1.63%
Red-handed Tamarin Airlines,$914,1850764,407168,0.44%,0.60%
Redbud Airlines,$422,1007107,342416,0.66%,0.95%
Redwood Sorrel Airlines,$774,238363,174005,0.65%,0.89%
Regal De La Dombes Airlines,$886,1187585,961944,0.62%,0.99%
Reggianito Airlines,"$1,027",1068711,790846,0.15%,0.41%
Regulus Airlines,"$1,500",1711993,530718,0.13%,0.23%
Reindeer Airlines,"$1,503",1328814,146170,0.29%,0.47%
Remedou Airlines,$403,728040,480506,0.69%,1.30%
Requeson Airlines,"$1,071",324697,250017,0.26%,0.38%
Revati Airlines,"$1,666",511945,240614,0.26%,0.41%
Rheumatism Root Airlines,$832,1896260,1080868,0.46%,0.73%
Rhinoceros Airlines,"$1,751",1459378,831845,0.21%,0.29%
Rhubarb Airlines,$680,1319067,962919,0.48%,0.84%
Ribwort Airlines,"$1,983",1664369,1348139,0.28%,0.43%
Rice Airlines,$685,188019,129733,0.49%,0.76%
Richardsoni Airlines,$295,1345813,13458,1.22%,1.96%
Richelieu Airlines,$889,988381,345933,0.28%,0.45%
Ricotta Airlines,"$1,512",1431579,1088000,0.33%,0.51%
Ricotta Salata Airlines,$975,731320,234022,0.51%,0.84%
Ridder Airlines,"$1,830",1547913,1160935,0.09%,0.26%
Rigel Airlines,"$1,683",192581,63552,0.13%,0.28%
Rigil Kentaurus Airlines,$552,1568004,1097603,0.87%,1.18%
Rigotte Airlines,"$1,231",241413,125535,0.18%,0.29%
River Ash Airlines,$764,676356,94690,0.25%,0.64%
River Birch Airlines,"$1,789",1025188,686876,0.27%,0.44%
River Maple Airlines,"$1,202",1279991,652795,0.19%,0.41%
River Turtle Airlines,"$1,664",108551,10855,0.25%,0.40%
Road Weed Airlines,$377,805492,144989,1.09%,1.50%
Robin Airlines,"$1,458",1097110,175538,0.37%,0.44%
Rocamadour Airlines,"$1,044",239060,4781,0.38%,0.60%
Rock Harlequin Airlines,"$1,879",742832,408558,0.21%,0.26%
Rock Hyrax Airlines,$356,1011168,384244,1.21%,1.94%
Rocket Airlines,$674,1433686,100358,0.23%,0.67%
Rocket Cress Airlines,"$1,315",1531387,1301679,0.37%,0.45%
Rockfish Airlines,"$1,631",1333136,399941,0.18%,0.34%
Rockhopper Penguin Airlines,"$1,974",1769044,583785,0.21%,0.36%
Rogues Gilli Flower Airlines,"$1,132",1490064,685429,0.42%,0.67%
Rollot Airlines,"$1,767",1126685,845014,0.26%,0.43%
Roman Wormwood Airlines,$934,363715,207318,0.30%,0.46%
Romano Airlines,"$1,289",675080,20252,0.23%,0.46%
Romans Part Dieu Airlines,$359,471117,42401,0.70%,1.07%
Roncal Airlines,$397,1349824,715407,1.19%,1.56%
Roquefort Airlines,"$1,274",122669,67468,0.40%,0.64%
Rosaliadecastro Airlines,$580,843471,598864,0.90%,1.21%
Rose Airlines,$794,359654,97107,0.23%,0.55%
Rose Milkweed Airlines,"$1,406",415905,153885,0.33%,0.46%
Rose Willow Airlines,"$1,747",164499,50995,0.27%,0.45%
Roseate Spoonbill Airlines,$231,1400212,476072,1.38%,2.49%
Rosemary Airlines,"$1,835",739213,243940,0.30%,0.48%
Rotanev Airlines,"$1,500",1942784,660547,0.18%,0.31%
Rottweiler Airlines,"$1,154",458262,375775,0.20%,0.33%
Roule Airlines,"$1,865",1268122,849642,0.13%,0.26%
Rouleau De Beaulieu Airlines,$539,260445,18231,0.62%,0.85%
Round Leaf Plantain Airlines,$904,1815313,744278,0.45%,0.72%
Royal Penguin Airlines,"$1,394",579303,341789,0.11%,0.23%
Royalp Tilsit Airlines,"$1,793",312014,209049,0.15%,0.29%
Rubens Airlines,"$1,085",1086496,184704,0.32%,0.57%
Ruchbah Airlines,$795,1824524,164207,0.56%,0.71%
Ruficaudus Airlines,$977,519583,98721,0.47%,0.65%
Rufus Airlines,"$1,879",344713,75837,0.20%,0.31%
Rukbat Airlines,$947,1454707,116377,0.27%,0.45%
Rum Cherry Airlines,"$1,536",524951,94491,0.27%,0.40%
Running Swamp Blackberry Airlines,$282,825395,685078,1.15%,2.16%
Russian Blue Airlines,$939,1286661,180133,0.56%,0.73%
Rustinu Airlines,"$1,091",242052,169436,0.20%,0.47%
Rutilus Airlines,"$1,914",1805982,559854,0.12%,0.28%
Rye Airlines,"$1,936",1407377,1069607,0.17%,0.24%
Saaland Pfarr Airlines,$571,1654180,612047,0.46%,0.75%
Saanenkaese Airlines,"$1,461",1654633,1174789,0.12%,0.27%
Saarloos Wolfdog Airlines,$509,722079,21662,0.97%,1.60%
Saber-Toothed Tiger Airlines,$884,1548007,619203,0.25%,0.61%
Sabik Airlines,$661,403210,221766,0.42%,0.70%
Sable Airlines,"$1,270",1914558,727532,0.19%,0.31%
Saclateni Airlines,"$1,429",731229,58498,0.38%,0.52%
Sadachbia Airlines,$703,23832,11439,0.61%,0.80%
Sadalbari Airlines,"$1,133",363900,40029,0.28%,0.50%
Sadalmelik Airlines,"$1,385",1029537,226498,0.39%,0.62%
Sadalsuud Airlines,"$1,087",1846024,129222,0.46%,0.68%
Sadr Airlines,$328,1525408,655925,1.58%,1.93%
Saffron Crocus Airlines,"$1,726",532963,149230,0.11%,0.19%
Saga Airlines,$435,422617,33809,1.11%,1.85%
Sagarmatha Airlines,"$1,673",1187642,403798,0.09%,0.27%
Sage Derby Airlines,"$1,019",1392815,250707,0.37%,0.52%
Saiga Airlines,$917,1275655,446479,0.55%,0.73%
Saint Bernard Airlines,$712,1172387,515850,0.27%,0.66%
Saint-Marcellin Airlines,$426,1240176,620088,1.07%,1.81%
Saint-Nectaire Airlines,"$1,477",799454,39973,0.28%,0.47%
Saint-Paulin Airlines,$260,1219077,365723,1.60%,2.06%
Sainte Maure Airlines,$791,1024428,92199,0.66%,0.93%
Saiph Airlines,$497,657672,453794,0.48%,0.76%
Salamander Airlines,"$1,852",1932109,772844,0.22%,0.38%
Salers Airlines,$615,914459,365784,0.68%,1.19%
Salm Airlines,"$1,687",845756,152236,0.24%,0.42%
Salmon Airlines,$470,756632,302653,0.45%,0.97%
Samaya Airlines,$423,148175,34080,1.27%,1.68%
Samoyed Airlines,$568,631941,25278,0.61%,1.15%
Samso Airlines,"$1,326",1121463,168219,0.20%,0.30%
San Simon Airlines,$767,805528,281935,0.70%,0.93%
Sancerre Airlines,$862,1753137,543472,0.35%,0.51%
Sand Brier Airlines,"$1,314",1214851,996178,0.34%,0.52%
Sand Lizard Airlines,"$1,973",1994952,997481,0.26%,0.31%
Sanguinary Airlines,$584,505958,111311,0.93%,1.13%
Sansuna Airlines,$200,358972,14359,2.23%,3.19%
Saola Airlines,"$1,487",1753256,1174682,0.15%,0.26%
Sap Sago Airlines,$995,1928292,250678,0.26%,0.55%
Sardines Airlines,"$1,595",29041,20910,0.21%,0.29%
Sardo Airlines,"$1,360",1606828,835551,0.13%,0.24%
Sardo Egyptian Airlines,$392,835778,518182,0.59%,1.30%
Sargas Airlines,$723,1371885,356690,0.55%,0.77%
Sarin Airlines,"$1,208",124489,47306,0.26%,0.52%
Saskatoon Airlines,$891,1731665,1160216,0.56%,0.78%
Sauce Alone Airlines,"$1,959",2000608,320097,0.23%,0.30%
Sawfish Airlines,$453,87785,61450,0.89%,1.27%
Sbrinz Airlines,"$1,884",378886,253854,0.27%,0.40%
Scamorza Airlines,$376,1866903,1120142,1.00%,1.55%
Scarlet Berry Airlines,$251,1012438,728955,1.43%,2.68%
Scarlet Oak Airlines,$914,140048,25209,0.22%,0.40%
Sceptrum Airlines,$464,1689421,929182,0.71%,1.11%
Schabzieger Airlines,"$1,737",611005,433814,0.14%,0.24%
Scheat Airlines,"$1,754",635520,165235,0.21%,0.32%
Schedar Airlines,"$1,764",3265,849,0.22%,0.37%
Schloss Airlines,"$1,451",757037,416370,0.35%,0.52%
Scimitar-horned Oryx Airlines,$602,223007,109273,0.74%,0.91%
Scoke Airlines,$407,1692228,321523,0.83%,1.17%
Scorpion Airlines,$942,811196,648957,0.26%,0.43%
Scorpion Fish Airlines,"$1,490",1210830,423791,0.20%,0.38%
Scotch Cap Airlines,"$1,514",1085777,662324,0.20%,0.30%
Scrambled Eggs Airlines,$775,929464,102241,0.29%,0.71%
Screw Bean Mesquite Airlines,$416,1529351,978785,0.81%,1.36%
Scrub Oak Airlines,"$1,717",556497,395113,0.29%,0.46%
Scurvy Cress Airlines,"$1,648",374351,78614,0.25%,0.38%
Scurvy Grass Airlines,$226,799193,375621,0.93%,1.73%
Sea Dragon Airlines,"$1,329",1747364,1362944,0.18%,0.42%
Sea Lion Airlines,"$1,261",293928,202810,0.29%,0.47%
Sea Otter Airlines,"$1,345",679122,67912,0.26%,0.47%
Sea Slug Airlines,$789,1538465,153847,0.69%,0.96%
Sea Squirt Airlines,"$1,768",416936,187621,0.13%,0.31%
Sea Turtle Airlines,"$1,116",1046860,512961,0.23%,0.33%
Sea Urchin Airlines,"$1,100",501631,300979,0.37%,0.62%
Seahorse Airlines,$542,505340,5053,0.52%,0.86%
Seal Airlines,$689,984249,98425,0.69%,0.92%
Secunda Hyadum Airlines,"$1,510",1296263,635169,0.34%,0.50%
Segin Airlines,"$1,622",603689,404472,0.13%,0.31%
Seginus Airlines,"$1,612",1599069,959441,0.19%,0.26%
Selles Sur Cher Airlines,$571,99340,44703,0.90%,1.25%
Selva Airlines,"$1,298",226738,40813,0.39%,0.57%
Senex Airlines,$930,392013,90163,0.37%,0.49%
Serat Airlines,"$1,853",1190945,559744,0.18%,0.26%
Seriously Strong Cheddar Airlines,$621,855180,453245,0.60%,0.81%
Serra Da Estrela Airlines,$481,1120617,930112,0.81%,1.36%
Serval Airlines,"$1,137",1867137,989583,0.29%,0.44%
Serviceberry Airlines,$594,734196,609383,0.51%,1.00%
Sessile Oak Airlines,"$1,530",612837,263520,0.19%,0.32%
Shad Blow Airlines,$454,499600,19984,1.19%,1.61%
Shad Blow Serviceberry Airlines,$685,965639,782168,0.57%,0.91%
Shadbush Airlines,"$1,500",622218,304887,0.36%,0.46%
Sham Airlines,"$1,026",1158226,347468,0.26%,0.42%
Shama Airlines,$365,1175353,141042,1.22%,2.06%
Sharjah Airlines,$522,1593845,318769,0.93%,1.28%
Shark Airlines,$955,1418502,581586,0.53%,0.64%
Sharp Fringed Sow Thistle Airlines,"$1,502",1868826,1177360,0.25%,0.41%
Sharpam Airlines,"$1,383",1987565,1411171,0.28%,0.37%
Shaula Airlines,$889,544477,76227,0.59%,0.77%
Sheep Airlines,"$1,682",376832,37683,0.10%,0.23%
Shelburne Cheddar Airlines,$933,36218,17022,0.34%,0.68%
Sheliak Airlines,"$1,100",389682,245500,0.20%,0.46%
Sheratan Airlines,$445,1268433,697638,1.00%,1.34%
Shiba Inu Airlines,$255,1345542,1089889,1.50%,2.61%
Shih Tzu Airlines,"$1,805",230913,34637,0.11%,0.21%
Shrimp Airlines,"$1,554",1489456,625572,0.24%,0.32%
Shropshire Blue Airlines,"$1,162",1123959,236031,0.46%,0.56%
Siamese Airlines,"$1,662",1490138,789773,0.31%,0.42%
Siamese Fighting Fish Airlines,"$1,842",1803815,595259,0.12%,0.23%
Siberian Airlines,$561,1121024,739876,0.68%,0.92%
Siberian Husky Airlines,$459,1909634,343734,0.50%,1.15%
Siberian Tiger Airlines,$375,1574831,818912,0.45%,0.77%
Sika Airlines,"$1,544",231384,37021,0.12%,0.22%
Silkweed Airlines,$866,1054230,590369,0.51%,0.77%
Silky Cornel Airlines,"$1,493",1181506,413527,0.10%,0.20%
Silky Dogwood Airlines,$525,1467925,1174340,0.39%,0.80%
Silky Swallow Wort Airlines,"$1,603",1461173,715975,0.28%,0.45%
Silver Birch Airlines,"$1,431",751570,638835,0.19%,0.33%
Silver Dollar Airlines,"$1,234",220312,66094,0.43%,0.59%
Silver Leaf Maple Airlines,$862,163604,111251,0.34%,0.56%
Silver Maple Airlines,$932,27343,12851,0.49%,0.72%
Silver Ragwort Airlines,$867,1206996,675918,0.58%,0.83%
Siraz Airlines,$393,1449487,1232064,1.26%,1.87%
Sirene Airlines,"$1,687",1137814,694067,0.30%,0.43%
Sirius Airlines,"$1,029",656097,229634,0.43%,0.72%
Siskiyou Airlines,"$1,551",1383649,774843,0.23%,0.32%
Situla Airlines,$939,1204477,12045,0.17%,0.47%
Skat Airlines,"$1,776",1877084,656979,0.18%,0.35%
Skate Fish Airlines,$496,1183684,804905,0.66%,1.01%
Skunk Airlines,$739,748428,89811,0.41%,0.66%
Skunk Cabbage Airlines,$308,593884,492924,1.66%,2.47%
Skunk Weed Airlines,"$1,118",872407,628133,0.18%,0.41%
Sloth Airlines,"$1,641",1039993,863194,0.16%,0.29%
Slow Worm Airlines,$920,1507580,211061,0.27%,0.42%
Small Flowered Thistle Airlines,"$1,872",803534,144636,0.15%,0.22%
Smoked Gouda Airlines,$372,937286,627982,1.03%,1.80%
Snail Airlines,"$1,798",97406,37988,0.15%,0.23%
Snake Airlines,$760,412133,82427,0.24%,0.50%
Snake Berry Airlines,"$1,530",981610,68713,0.18%,0.32%
Snapping Turtle Airlines,$928,531419,414507,0.43%,0.64%
Sneezeweed Airlines,"$1,575",633301,221655,0.11%,0.19%
Sneezewort Airlines,$754,764386,649728,0.47%,0.79%
Sneezewort Yarrow Airlines,$385,1364727,0,0.59%,1.25%
Snowdrop Airlines,"$1,999",104507,86741,0.16%,0.30%
Snowshoe Airlines,$717,420352,4204,0.60%,0.94%
Snowy Owl Airlines,"$1,905",617233,203687,0.29%,0.43%
Soft Maple Airlines,"$1,221",571688,257260,0.37%,0.55%
Solaris Airlines,"$1,504",193696,63920,0.28%,0.41%
Soldiers Woundwort Airlines,"$1,058",606991,54629,0.36%,0.65%
Somali Airlines,"$1,300",750669,142627,0.23%,0.44%
Somerset Brie Airlines,"$1,636",377838,192697,0.09%,0.26%
Sonoma Jack Airlines,"$1,895",95812,10539,0.08%,0.19%
Sonomae Airlines,"$1,671",661936,469975,0.22%,0.28%
Sorrel Airlines,"$1,022",1792993,1470254,0.49%,0.68%
Sottocenare Al Tartufo Airlines,$497,1198009,1006328,1.05%,1.67%
Soumaintrain Airlines,"$1,471",1170884,128797,0.24%,0.36%
Sourire Lozerien Airlines,$936,1594091,494168,0.25%,0.40%
South China Tiger Airlines,$816,515715,206286,0.39%,0.65%
Spadefoot Toad Airlines,"$1,006",1482049,163025,0.20%,0.50%
Spanish Oak Airlines,$406,1201061,996881,1.09%,1.60%
Sparrow Airlines,$521,799038,151817,0.38%,0.94%
Speciosus Airlines,"$1,373",1592778,764533,0.28%,0.50%
Speckled Alder Airlines,$557,1057162,42286,0.73%,1.19%
Spectabilis Airlines,"$1,456",284704,133811,0.28%,0.46%
Spectacled Bear Airlines,$323,1370989,836303,1.11%,1.82%
Speedwell Airlines,$333,1747272,227145,0.72%,1.13%
Spenwood Airlines,$424,1902467,532691,0.39%,1.15%
Sperm Whale Airlines,$238,560241,56024,1.28%,2.40%
Spica Airlines,$426,1189478,999162,0.84%,1.50%
Spice Birch Airlines,$333,1846277,1403171,1.33%,2.13%
Spider Monkey Airlines,"$1,716",533888,69405,0.11%,0.20%
Spiny Dogfish Airlines,"$1,686",79821,56673,0.12%,0.22%
Spiny Leaved Sow Thistle Airlines,"$1,345",1666761,983389,0.24%,0.36%
Spiny Sow Thistle Airlines,$395,1424931,1168443,1.06%,1.55%
Spixs Macaw Airlines,"$1,547",1033333,72333,0.11%,0.31%
Sponge Airlines,$412,807221,193733,0.51%,1.11%
Spool Wood Airlines,"$1,523",125444,47669,0.28%,0.48%
Spotted Deadnettle Airlines,"$1,163",661509,19845,0.25%,0.52%
Spotted Oak Airlines,"$1,704",156899,10983,0.19%,0.31%
Spring Cress Airlines,"$1,559",1256755,502702,0.36%,0.45%
Squaw Bush Airlines,"$1,112",316403,72773,0.18%,0.35%
Squid Airlines,"$1,179",713851,364064,0.41%,0.62%
Squirrel Airlines,"$1,522",864828,155669,0.22%,0.32%
Squirrel Monkey Airlines,$860,801934,609470,0.63%,1.00%
Sraffordshire Organic Airlines,"$1,823",1941080,970540,0.27%,0.43%
Sri Lankan Elephant Airlines,"$1,148",1637856,818928,0.23%,0.41%
St. Agur Blue Cheese Airlines,$806,406403,89409,0.28%,0.64%
Staffordshire Bull Terrier Airlines,"$1,917",473912,218000,0.10%,0.16%
Stag Beetle Airlines,"$1,342",1209193,1027814,0.29%,0.39%
Stag Bush Airlines,"$1,444",1193896,465619,0.24%,0.34%
Stammerwort Airlines,$398,581864,145466,0.47%,1.18%
Star Of Persia Airlines,$692,853733,452478,0.57%,0.87%
Starfish Airlines,"$1,202",1844008,626963,0.31%,0.42%
Steller’s Sea Cow Airlines,"$1,453",1073183,847815,0.12%,0.20%
Sterrennacht Airlines,"$1,400",172600,100108,0.16%,0.33%
Stick Insect Airlines,"$1,123",1865135,671449,0.22%,0.41%
Stickweed Airlines,$964,591010,401887,0.56%,0.72%
Stilton Airlines,"$1,298",1832851,1246339,0.34%,0.55%
Stingray Airlines,$427,312237,256034,0.37%,0.68%
Stinking Bishop Airlines,$405,31991,12476,1.15%,1.72%
Stoat Airlines,"$1,284",260170,218543,0.28%,0.40%
Strawberry Airlines,$302,675828,121649,1.57%,2.42%
Strawberry Tree Airlines,"$1,930",1187750,510733,0.20%,0.32%
Striatus Airlines,$884,1915365,766146,0.21%,0.54%
Stribor Airlines,$651,1010603,384029,0.58%,0.96%
String Airlines,"$1,234",688608,289215,0.35%,0.61%
Striped Alder Airlines,"$1,215",1150482,425678,0.21%,0.41%
Striped Maple Airlines,$945,635826,298838,0.20%,0.49%
Striped Rocket Frog Airlines,$588,1635409,637810,0.57%,1.03%
Sturgeon Airlines,$697,1304834,0,0.55%,0.82%
Sualocin Airlines,"$1,339",1709062,51272,0.34%,0.47%
Subra Airlines,$531,1387353,110988,0.82%,1.43%
Sucker Fish Airlines,"$1,844",1727128,207255,0.23%,0.31%
